
> gaming-ui-demo@0.1.0 dev
> next dev

▲ Next.js 16.2.10 (Turbopack)
- Local:         http://localhost:3000
- Network:       http://10.214.131.208:3000
- Environments: .env.local
✓ Ready in 920ms

○ Compiling / ...
 GET /api/game/state 200 in 31ms (next.js: 6ms, application-code: 25ms)
 GET /api/game/state 200 in 62ms (next.js: 12ms, application-code: 51ms)
 GET /api/game/history 200 in 19ms (next.js: 5ms, application-code: 14ms)
 GET /api/game/state 200 in 42ms (next.js: 10ms, application-code: 32ms)
 GET /api/game/state 200 in 45ms (next.js: 11ms, application-code: 34ms)
 GET /api/game/history 200 in 15ms (next.js: 4ms, application-code: 11ms)
(node:14600) [MONGOOSE] Warning: mongoose: the `new` option for `findOneAndUpdate()` and `findOneAndReplace()` is deprecated. Use `returnDocument: 'after'` instead.
 GET /api/game/state 200 in 48ms (next.js: 3ms, application-code: 45ms)
 GET /api/game/state 200 in 44ms (next.js: 10ms, application-code: 34ms)
 GET /api/game/state 200 in 43ms (next.js: 10ms, application-code: 33ms)
 GET /api/game/history 200 in 15ms (next.js: 4ms, application-code: 10ms)
 GET /api/game/state 200 in 34ms (next.js: 3ms, application-code: 31ms)
 GET /api/game/state 200 in 24ms (next.js: 4ms, application-code: 19ms)
 GET /api/game/state 200 in 43ms (next.js: 8ms, application-code: 34ms)
  Reload env: .env.local
 GET /login 200 in 183ms (next.js: 79ms, application-code: 104ms)
 GET /login 200 in 30ms (next.js: 5ms, application-code: 25ms)
 GET /api/game/state 200 in 116ms (next.js: 82ms, application-code: 34ms)
 GET /api/game/state 200 in 47ms (next.js: 6ms, application-code: 41ms)
 GET /api/game/history 200 in 36ms (next.js: 25ms, application-code: 11ms)
 GET /api/game/state 200 in 33ms (next.js: 6ms, application-code: 27ms)
 GET /api/game/state 200 in 41ms (next.js: 11ms, application-code: 30ms)
 GET /api/game/state 200 in 56ms (next.js: 13ms, application-code: 44ms)
 GET /api/game/state 200 in 32ms (next.js: 4ms, application-code: 28ms)
 GET /api/game/history 200 in 16ms (next.js: 4ms, application-code: 13ms)
 GET /api/deposit 401 in 271ms (next.js: 258ms, application-code: 14ms)
 POST /api/withdraw 401 in 263ms (next.js: 252ms, application-code: 10ms)
(node:14600) [MONGOOSE] Warning: mongoose: the `new` option for `findOneAndUpdate()` and `findOneAndReplace()` is deprecated. Use `returnDocument: 'after'` instead.
 GET /api/game/state 200 in 48ms (next.js: 3ms, application-code: 45ms)
 GET /api/game/history 200 in 13ms (next.js: 3ms, application-code: 10ms)
 GET /api/game/state 200 in 32ms (next.js: 3ms, application-code: 29ms)
 GET /api/game/state 200 in 44ms (next.js: 9ms, application-code: 35ms)
 GET /api/game/state 200 in 32ms (next.js: 4ms, application-code: 29ms)
 GET /api/game/history 200 in 15ms (next.js: 3ms, application-code: 12ms)
 GET /api/game/state 200 in 38ms (next.js: 10ms, application-code: 28ms)
 GET /api/game/history 200 in 14ms (next.js: 3ms, application-code: 11ms)
(node:14600) [MONGOOSE] Warning: mongoose: the `new` option for `findOneAndUpdate()` and `findOneAndReplace()` is deprecated. Use `returnDocument: 'after'` instead.
 GET /api/game/state 200 in 48ms (next.js: 5ms, application-code: 43ms)
 GET /api/game/history 200 in 14ms (next.js: 4ms, application-code: 10ms)
 GET /api/game/state 200 in 33ms (next.js: 4ms, application-code: 29ms)
 GET /api/game/state 200 in 32ms (next.js: 6ms, application-code: 26ms)
 GET /api/game/state 200 in 32ms (next.js: 5ms, application-code: 27ms)
 GET /api/game/state 200 in 31ms (next.js: 6ms, application-code: 25ms)
 GET /api/game/state 200 in 57ms (next.js: 15ms, application-code: 42ms)
 GET /api/game/history 200 in 14ms (next.js: 3ms, application-code: 11ms)
 GET /api/game/state 200 in 35ms (next.js: 4ms, application-code: 31ms)
 GET /api/game/state 200 in 42ms (next.js: 12ms, application-code: 31ms)
 GET /api/game/state 200 in 17ms (next.js: 3ms, application-code: 14ms)
 GET /api/game/history 200 in 12ms (next.js: 3ms, application-code: 9ms)
